celda_id,area_km2,dtot,fuera,ini_dia,fin_dia,lon,df,n50f,dtot_base,anios,frec,dens,frpi,aq,valida,sin_estacion,valida_n50f,valida_base,anio_inicio,anio_fin,base_inicio,base_fin
c1005_m08525,59.608,157,7,197,253,57,59,0.169,157,13,1,0.2026,5.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08535,121.27,252,4,169,250,82,102,0.176,252,13,1,0.1598,4.4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08545,121.28,359,1.7,169,238,70,150,0.18,359,13,1,0.2277,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08555,121.29,324,2.5,119,235,117,142,0.197,324,13,1,0.2055,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08565,121.301,136,0.7,196,240,45,46,0.109,136,12,0.923,0.0862,3.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08575,121.313,166,0,180,235,56,62,0.161,166,13,1,0.1053,3.4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1005_m08585,42.25,300,0.3,173,229,57,122,0.197,300,13,1,0.5462,4.6,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08325,7.144,1,100,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08335,102.402,52,53.8,NA,NA,NA,36,NA,52,12,0.923,0.0391,4.7,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1015_m08345,121.185,19,15.8,NA,NA,NA,14,NA,19,6,0.462,0.0121,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08355,121.181,70,20,35,236,202,54,NA,70,13,1,0.0444,4.3,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1015_m08365,121.178,29,17.2,NA,NA,NA,20,NA,29,10,0.769,0.0184,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08375,121.175,6,50,NA,NA,NA,6,NA,6,6,0.462,0.0038,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08385,121.173,7,28.6,NA,NA,NA,5,NA,7,3,0.231,0.0044,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08395,121.172,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08405,121.172,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08415,121.172,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08425,121.173,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08435,121.175,5,0,NA,NA,NA,4,NA,5,3,0.231,0.0032,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08445,121.178,22,4.5,NA,NA,NA,18,NA,22,9,0.692,0.014,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08455,121.181,4,0,NA,NA,NA,3,NA,4,3,0.231,0.0025,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08465,121.185,1,0,NA,NA,NA,1,NA,1,1,0.077,6e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08475,121.19,14,0,NA,NA,NA,8,NA,14,7,0.538,0.0089,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1015_m08485,121.195,68,0,209,248,40,27,NA,68,10,0.769,0.0432,2.6,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1015_m08495,121.201,195,0.5,187,236,50,70,0.171,195,12,0.923,0.1238,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08505,121.208,737,0.5,168,232,65,211,0.152,737,13,1,0.4677,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08515,107.199,738,1.1,160,232,73,263,0.167,738,13,1,0.5296,4.8,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08525,84.922,727,2.1,166,231,66,246,0.142,727,13,1,0.6585,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08535,121.233,550,0.5,175,235,61,143,0.161,550,13,1,0.349,3.4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08545,121.243,753,0.1,174,230,57,233,0.163,753,13,1,0.4777,3.9,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08555,121.253,979,0.2,181,227,47,284,0.173,979,13,1,0.6211,3.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08565,121.264,908,0,189,226,38,165,0.109,908,13,1,0.576,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08575,121.276,722,0,174,233,60,202,0.193,722,13,1,0.458,4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08585,96.782,1510,0.1,174,223,50,225,0.098,1510,13,1,1.2002,3.5,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1015_m08595,0.032,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08335,16.696,3,0,NA,NA,NA,3,NA,3,3,0.231,0.0138,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08345,112.001,15,26.7,NA,NA,NA,12,NA,15,7,0.538,0.0103,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08355,121.144,9,22.2,NA,NA,NA,9,NA,9,5,0.385,0.0057,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08365,121.14,47,34,NA,NA,NA,30,NA,47,8,0.615,0.0298,5.8,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1025_m08375,121.138,31,41.9,NA,NA,NA,23,NA,31,12,0.923,0.0197,3.8,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1025_m08385,121.136,12,33.3,NA,NA,NA,10,NA,12,4,0.308,0.0076,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08395,121.135,26,7.7,NA,NA,NA,19,NA,26,9,0.692,0.0165,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08405,121.135,2,50,NA,NA,NA,2,NA,2,2,0.154,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08415,121.135,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08425,121.136,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08435,121.138,1,0,NA,NA,NA,1,NA,1,1,0.077,6e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08445,121.14,1,0,NA,NA,NA,1,NA,1,1,0.077,6e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08455,121.144,6,0,NA,NA,NA,6,NA,6,5,0.385,0.0038,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08465,121.148,4,25,NA,NA,NA,4,NA,4,4,0.308,0.0025,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08475,121.152,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08485,121.158,8,0,NA,NA,NA,5,NA,8,2,0.154,0.0051,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1025_m08495,121.164,61,0,175,223,49,29,NA,61,9,0.692,0.0387,3.1,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1025_m08505,121.171,260,1.2,176,220,45,114,0.202,260,13,1,0.1651,3.8,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08515,121.178,471,1.3,147,228,82,227,0.22,471,13,1,0.299,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08525,121.187,517,1.5,136,237,102,193,0.166,517,13,1,0.3282,5.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08535,121.196,156,1.9,168,250,83,64,0.172,156,13,1,0.099,5,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08545,121.205,173,2.9,172,246,75,75,0.2,173,13,1,0.1098,4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08555,121.216,762,0.3,163,227,65,287,0.185,762,13,1,0.4836,3.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08565,121.227,337,0.9,172,233,62,161,0.23,337,13,1,0.2138,3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08575,121.239,917,0.5,173,225,53,283,0.163,917,13,1,0.5818,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08585,117.841,762,0.1,179,226,48,238,0.185,762,13,1,0.4974,3.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1025_m08595,2.684,2,0,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08345,35.798,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08355,121.043,8,25,NA,NA,NA,5,NA,8,5,0.385,0.0051,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08365,121.103,15,20,NA,NA,NA,11,NA,15,4,0.308,0.0095,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08375,121.1,20,45,NA,NA,NA,16,NA,20,8,0.615,0.0127,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08385,121.099,15,13.3,NA,NA,NA,13,NA,15,8,0.615,0.0095,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08395,121.097,54,37,NA,NA,NA,37,NA,54,12,0.923,0.0343,4.8,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1035_m08405,121.097,41,56.1,NA,NA,NA,28,NA,41,12,0.923,0.026,4.9,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1035_m08415,121.097,14,21.4,NA,NA,NA,12,NA,14,7,0.538,0.0089,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08425,121.099,71,29.6,NA,NA,NA,54,NA,71,12,0.923,0.0451,5.8,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1035_m08435,121.1,56,58.9,NA,NA,NA,36,NA,56,12,0.923,0.0356,4.7,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1035_m08445,121.103,20,20,NA,NA,NA,16,NA,20,10,0.769,0.0127,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08455,121.106,32,12.5,145,271,127,25,NA,32,11,0.846,0.0203,6.9,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1035_m08465,121.11,8,0,NA,NA,NA,7,NA,8,5,0.385,0.0051,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08475,121.115,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08485,121.12,2,0,NA,NA,NA,1,NA,2,1,0.077,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08495,121.126,15,0,NA,NA,NA,11,NA,15,5,0.385,0.0095,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1035_m08505,121.133,180,1.7,207,245,39,72,0.208,180,13,1,0.1143,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08515,121.141,690,1.4,129,233,105,343,0.245,690,13,1,0.4381,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08525,121.149,955,2.8,127,217,91,399,0.226,955,13,1,0.6064,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08535,121.158,696,2.9,136,233,98,301,0.176,696,13,1,0.4419,3.8,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08545,121.168,594,2.5,121,231,111,242,0.227,594,13,1,0.3771,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08555,121.178,1106,0.7,118,224,107,455,0.235,1106,13,1,0.7021,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08565,121.189,1403,0.4,165,228,64,437,0.178,1403,13,1,0.8905,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08575,121.201,1467,0.2,171,224,54,362,0.174,1467,13,1,0.9311,4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08585,83.354,1024,0,172,222,51,262,0.153,1024,13,1,0.945,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1035_m08595,4.613,14,0,NA,NA,NA,3,NA,14,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08355,84.799,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08365,121.065,4,100,NA,NA,NA,3,NA,4,3,0.231,0.0025,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08375,121.062,15,13.3,NA,NA,NA,12,NA,15,8,0.615,0.0095,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08385,121.061,19,5.3,NA,NA,NA,16,NA,19,7,0.538,0.0121,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08395,121.06,39,33.3,NA,NA,NA,23,NA,39,8,0.615,0.0248,6.1,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1045_m08405,121.059,8,0,NA,NA,NA,4,NA,8,3,0.231,0.0051,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08415,121.06,62,27.4,NA,NA,NA,38,NA,62,12,0.923,0.0394,5.2,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1045_m08425,121.061,190,46.3,NA,NA,NA,125,0.304,190,13,1,0.1207,5,NA,TRUE,TRUE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08435,121.062,81,37,NA,NA,NA,65,NA,81,13,1,0.0515,4.8,NA,TRUE,TRUE,FALSE,TRUE,2013,2025,2013,2025
c1045_m08445,121.065,87,11.5,96,254,159,60,NA,87,13,1,0.0553,5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1045_m08455,121.068,106,31.1,NA,NA,NA,69,0.29,106,13,1,0.0673,5.3,NA,TRUE,TRUE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08465,121.072,31,22.6,117,276,160,23,NA,31,9,0.692,0.0197,5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1045_m08475,121.077,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08485,121.082,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08495,121.088,4,0,NA,NA,NA,4,NA,4,3,0.231,0.0025,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1045_m08505,121.095,122,0.8,193,244,52,65,0.246,122,12,0.923,0.0775,5.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08515,121.103,608,1.5,175,248,74,248,0.202,608,13,1,0.3862,5.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08525,121.111,1193,2,146,235,90,488,0.191,1193,13,1,0.7577,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08535,121.12,752,2,159,237,79,266,0.184,752,13,1,0.4776,5,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08545,121.13,840,4.6,118,231,114,257,0.144,840,13,1,0.5334,5.9,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08555,121.14,1082,1.3,125,228,104,353,0.181,1082,13,1,0.6871,4.4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08565,121.151,756,0.7,138,225,88,268,0.183,756,13,1,0.48,4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08575,117.806,2449,0,172,221,50,503,0.141,2449,13,1,1.5991,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1045_m08585,40.378,634,0.2,182,226,45,129,0.163,634,13,1,1.2078,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08355,27.631,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08365,121.027,1,0,NA,NA,NA,1,NA,1,1,0.077,6e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08375,121.024,6,33.3,NA,NA,NA,3,NA,6,2,0.154,0.0038,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08385,121.022,14,7.1,NA,NA,NA,11,NA,14,6,0.462,0.0089,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08395,121.021,32,15.6,56,213,158,24,NA,32,12,0.923,0.0203,6.9,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1055_m08405,121.021,16,12.5,NA,NA,NA,15,NA,16,8,0.615,0.0102,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08415,121.021,28,14.3,NA,NA,NA,21,NA,28,7,0.538,0.0178,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08425,121.022,45,13.3,181,339,159,24,NA,45,9,0.692,0.0286,4.2,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1055_m08435,121.024,127,25.2,NA,NA,NA,86,0.302,127,13,1,0.0807,5,NA,TRUE,TRUE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08445,121.027,87,21.8,53,248,196,61,NA,87,13,1,0.0553,5.2,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1055_m08455,121.03,105,20,171,302,132,79,0.342,105,13,1,0.0667,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08465,121.034,20,0,NA,NA,NA,14,NA,20,6,0.462,0.0127,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08475,121.038,6,16.7,NA,NA,NA,6,NA,6,4,0.308,0.0038,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08485,121.044,5,0,NA,NA,NA,4,NA,5,3,0.231,0.0032,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08495,121.05,6,0,NA,NA,NA,4,NA,6,3,0.231,0.0038,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08505,121.057,21,0,NA,NA,NA,14,NA,21,9,0.692,0.0133,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1055_m08515,121.064,217,0.5,176,254,79,87,0.218,217,13,1,0.1379,6,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08525,121.072,493,1,177,238,62,198,0.197,493,13,1,0.3132,4.8,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08535,121.081,1593,0.6,191,234,44,354,0.121,1593,13,1,1.012,5,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08545,121.091,669,0.6,162,236,75,248,0.165,669,13,1,0.425,4.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08555,121.102,803,0.7,164,238,75,267,0.18,803,13,1,0.5101,5.5,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08565,114.351,1388,0.4,161,226,66,391,0.184,1388,13,1,0.9337,5.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1055_m08575,26.643,220,0.9,158,217,60,97,0.186,220,13,1,0.6352,4.3,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1065_m08355,0.109,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08365,103.969,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08375,120.985,8,12.5,NA,NA,NA,8,NA,8,6,0.462,0.0051,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08385,118.539,28,21.4,NA,NA,NA,20,NA,28,9,0.692,0.0182,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08395,81.542,8,0,NA,NA,NA,5,NA,8,4,0.308,0.0075,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08405,114.804,13,0,NA,NA,NA,8,NA,13,4,0.308,0.0087,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08415,120.983,27,29.6,NA,NA,NA,21,NA,27,11,0.846,0.0172,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08425,120.984,10,0,NA,NA,NA,10,NA,10,6,0.462,0.0064,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08435,120.985,51,5.9,162,250,89,37,NA,51,10,0.769,0.0324,5.1,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08445,120.988,68,17.6,54,251,198,54,NA,68,13,1,0.0432,3.7,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08455,120.991,54,5.6,191,254,64,37,NA,54,10,0.769,0.0343,4.7,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08465,120.995,35,5.7,193,249,57,23,NA,35,8,0.615,0.0223,5.5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08475,121,36,5.6,118,250,133,24,NA,36,10,0.769,0.0229,5.3,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08485,121.005,12,16.7,NA,NA,NA,10,NA,12,6,0.462,0.0076,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08495,121.011,21,57.1,NA,NA,NA,18,NA,21,10,0.769,0.0133,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08505,121.018,1,0,NA,NA,NA,1,NA,1,1,0.077,6e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1065_m08515,121.026,34,0,164,245,82,19,NA,34,10,0.769,0.0216,4.6,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08525,121.034,81,1.2,197,250,54,42,NA,81,12,0.923,0.0515,5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1065_m08535,121.043,316,0.3,205,245,41,130,0.2,316,13,1,0.2008,5.4,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1065_m08545,121.052,606,0.7,178,242,65,255,0.216,606,13,1,0.3851,4.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1065_m08555,121.063,1361,0.4,162,229,68,407,0.194,1361,13,1,0.8648,5.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1065_m08565,121.074,1202,1.1,173,232,60,249,0.133,1202,13,1,0.7637,6.2,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1065_m08575,12.513,46,2.2,174,208,35,22,NA,46,7,0.538,0.2828,2.5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08365,73.158,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0021,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08375,59.064,3,0,NA,NA,NA,3,NA,3,2,0.154,0.0039,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08385,12.698,1,0,NA,NA,NA,1,NA,1,1,0.077,0.0061,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08405,18.148,2,0,NA,NA,NA,2,NA,2,2,0.154,0.0085,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08415,24.897,17,0,NA,NA,NA,12,NA,17,7,0.538,0.0525,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08425,67.129,10,10,NA,NA,NA,9,NA,10,6,0.462,0.0115,NA,NA,FALSE,FALSE,FALSE,FALSE,2013,2025,2013,2025
c1075_m08435,120.946,33,3,199,238,40,22,NA,33,10,0.769,0.021,4.8,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08445,120.949,38,5.3,135,267,133,33,NA,38,10,0.769,0.0242,5.4,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08455,120.952,71,15.5,177,257,81,51,NA,71,12,0.923,0.0452,4.7,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08465,120.956,118,18.6,205,333,129,56,0.232,118,11,0.846,0.075,2.7,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1075_m08475,120.961,162,5.6,183,261,79,75,0.2,162,12,0.923,0.103,4.1,NA,TRUE,FALSE,TRUE,TRUE,2013,2025,2013,2025
c1075_m08485,120.966,42,2.4,167,253,87,23,NA,42,10,0.769,0.0267,6.6,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08495,120.972,49,4.1,133,252,120,32,NA,49,12,0.923,0.0312,5,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
c1075_m08505,120.979,43,16.3,80,233,154,36,NA,43,11,0.846,0.0273,4.8,NA,TRUE,FALSE,FALSE,TRUE,2013,2025,2013,2025
