siglas_ac,nombre_ac,anio_fuego,dtot,df,ini_dia,ini_fecha,fin_dia,fin_fecha,lon,n50,c10,frpi,frp95,aq,noc,nd95,d95p,d95ptot,p95,z_dtot,dias_base_p95,parcial,provisional,pocas_detecciones,no_comparable
ACTo,Tortuguero,2016,49,26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.102,2,12,24.5,4,2.1,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2017,29,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0.54,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2018,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-0.79,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2019,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-0.4,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2020,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,35.3,4,-0.4,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2021,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-0.71,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2022,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-0.87,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2023,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,27.8,4,-0.32,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2024,34,18,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,0.059,1,7,20.6,4,0.93,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2025,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-1.02,182,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2026,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-0.63,182,FALSE,TRUE,TRUE,FALSE
ACTo,Tortuguero,2027,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,-1.65,182,TRUE,TRUE,TRUE,FALSE
