celda_id,area_km2,dtot,fuera,ini_dia,fin_dia,lon,df,n50f,dtot_base,anios,frec,dens,frpi,aq,valida,sin_estacion,valida_n50f,valida_base,anio_inicio,anio_fin,base_inicio,base_fin
c1015_m08525,84.922,158,0,164,229,66,89,0.27,132,18,0.9,0.0777,17.8,0.583,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08535,121.233,116,1.7,168,237,70,68,0.279,107,16,0.8,0.0441,13.4,0.495,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08545,121.243,178,1.7,171,233,63,90,0.256,167,19,0.95,0.0689,15.4,0.509,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08555,121.253,200,1,183,228,46,115,0.278,172,20,1,0.0709,15,0.581,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08565,121.264,199,0,183,225,43,84,0.179,180,19,0.95,0.0742,15.9,0.628,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08575,121.276,167,0,172,235,64,85,0.259,157,15,0.75,0.0647,19.5,0.58,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08585,96.782,312,0,172,230,59,130,0.177,266,19,0.95,0.1374,14.4,0.538,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1015_m08595,0.032,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08335,16.696,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08345,112.001,5,40,NA,NA,NA,4,NA,5,4,0.2,0.0022,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08355,121.144,3,33.3,NA,NA,NA,2,NA,3,2,0.1,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08365,121.14,19,57.9,NA,NA,NA,18,NA,19,11,0.55,0.0078,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08375,121.138,14,42.9,NA,NA,NA,11,NA,13,8,0.4,0.0054,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08385,121.136,3,66.7,NA,NA,NA,2,NA,3,2,0.1,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08395,121.135,4,0,NA,NA,NA,3,NA,3,2,0.1,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08405,121.135,2,0,NA,NA,NA,2,NA,2,2,0.1,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08415,121.135,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08425,121.136,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08435,121.138,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08445,121.14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08455,121.144,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08465,121.148,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08475,121.152,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08485,121.158,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08495,121.164,12,0,NA,NA,NA,11,NA,9,8,0.4,0.0037,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1025_m08505,121.171,71,1.4,176,228,53,48,NA,61,17,0.85,0.0252,14.2,0.508,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1025_m08515,121.178,336,0,146,227,82,196,0.291,292,20,1,0.1205,17.7,0.315,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08525,121.187,464,1.1,123,237,115,230,0.252,382,20,1,0.1576,21.5,0.374,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08535,121.196,138,1.4,180,253,74,64,0.203,124,17,0.85,0.0512,25.2,0.476,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08545,121.205,78,5.1,171,255,85,42,NA,76,17,0.85,0.0314,18,0.671,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1025_m08555,121.216,304,0.3,157,225,69,180,0.306,275,19,0.95,0.1134,15.9,0.495,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08565,121.227,160,4.4,149,237,89,102,0.294,138,18,0.9,0.0569,16.4,0.507,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08575,121.239,208,1,168,227,60,112,0.25,195,17,0.85,0.0804,14.7,0.549,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08585,117.841,202,0,171,232,62,110,0.264,168,19,0.95,0.0713,14.3,0.625,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1025_m08595,2.684,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08345,35.798,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08355,121.043,3,0,NA,NA,NA,2,NA,3,2,0.1,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08365,121.103,4,50,NA,NA,NA,4,NA,4,4,0.2,0.0017,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08375,121.1,1,0,NA,NA,NA,1,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08385,121.099,9,33.3,NA,NA,NA,9,NA,9,8,0.4,0.0037,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08395,121.097,14,50,NA,NA,NA,12,NA,12,7,0.35,0.005,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08405,121.097,20,40,NA,NA,NA,17,NA,14,8,0.4,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08415,121.097,5,20,NA,NA,NA,5,NA,4,4,0.2,0.0017,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08425,121.099,18,22.2,NA,NA,NA,16,NA,14,10,0.5,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08435,121.1,30,26.7,NA,NA,NA,20,NA,27,10,0.5,0.0111,NA,NA,TRUE,TRUE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08445,121.103,8,0,NA,NA,NA,8,NA,5,4,0.2,0.0021,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08455,121.106,31,3.2,153,223,71,25,NA,21,11,0.55,0.0087,NA,NA,TRUE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08465,121.11,1,0,NA,NA,NA,1,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08475,121.115,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08485,121.12,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08495,121.126,3,0,NA,NA,NA,3,NA,3,2,0.1,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1035_m08505,121.133,80,0,207,243,37,50,NA,71,15,0.75,0.0293,14.8,0.577,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1035_m08515,121.141,387,2.8,117,221,105,276,0.301,351,20,1,0.1449,14.9,0.37,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08525,121.149,803,1.1,113,215,103,454,0.289,693,20,1,0.286,15.9,0.367,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08535,121.158,392,2.6,119,225,107,244,0.279,337,20,1,0.1391,14.9,0.546,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08545,121.168,527,5.7,116,234,119,293,0.263,476,20,1,0.1964,21,0.391,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08555,121.178,877,3.3,113,220,108,472,0.275,754,20,1,0.3111,19.9,0.41,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08565,121.189,347,0.3,157,227,71,201,0.284,293,20,1,0.1209,15.2,0.604,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08575,121.201,386,0,169,220,52,192,0.255,341,20,1,0.1407,15.1,0.701,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08585,83.354,281,0,169,215,47,143,0.266,258,20,1,0.1548,16,0.671,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1035_m08595,4.613,1,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08355,84.799,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08365,121.065,2,0,NA,NA,NA,2,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08375,121.062,3,100,NA,NA,NA,3,NA,3,3,0.15,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08385,121.061,8,37.5,NA,NA,NA,8,NA,6,3,0.15,0.0025,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08395,121.06,4,25,NA,NA,NA,4,NA,2,2,0.1,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08405,121.059,1,0,NA,NA,NA,1,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08415,121.06,10,60,NA,NA,NA,10,NA,9,8,0.4,0.0037,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08425,121.061,81,58,NA,NA,NA,60,NA,73,19,0.95,0.0302,13.4,0.918,TRUE,TRUE,FALSE,TRUE,2002,2025,2003,2022
c1045_m08435,121.062,47,44.7,NA,NA,NA,37,NA,41,16,0.8,0.0169,12.4,0.683,TRUE,TRUE,FALSE,TRUE,2002,2025,2003,2022
c1045_m08445,121.065,35,22.9,42,253,212,27,NA,35,14,0.7,0.0145,14.5,0.486,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1045_m08455,121.068,55,12.7,149,276,128,44,NA,45,15,0.75,0.0186,13.2,0.689,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1045_m08465,121.072,8,0,NA,NA,NA,8,NA,7,5,0.25,0.0029,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08475,121.077,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08485,121.082,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08495,121.088,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1045_m08505,121.095,86,0,167,241,75,51,NA,76,16,0.8,0.0314,17.5,0.579,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1045_m08515,121.103,252,0,155,243,89,141,0.291,234,20,1,0.0966,18.5,0.598,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08525,121.111,422,1.2,129,230,102,248,0.278,384,20,1,0.1585,15.9,0.557,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08535,121.12,301,0.7,147,237,91,157,0.255,251,20,1,0.1036,19.2,0.657,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08545,121.13,410,16.3,85,246,162,242,0.273,365,20,1,0.1507,19.8,0.493,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08555,121.14,689,2.5,108,220,113,385,0.273,617,20,1,0.2547,21.5,0.434,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08565,121.151,353,4,117,227,111,212,0.278,323,20,1,0.1333,15.6,0.483,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08575,117.806,508,0,164,227,64,259,0.239,450,20,1,0.191,14.7,0.691,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1045_m08585,40.378,125,0,179,226,48,73,0.26,97,16,0.8,0.1201,12.1,0.639,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08355,27.631,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08365,121.027,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08375,121.024,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08385,121.022,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08395,121.021,8,12.5,NA,NA,NA,8,NA,7,5,0.25,0.0029,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08405,121.021,2,0,NA,NA,NA,2,NA,2,2,0.1,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08415,121.021,14,7.1,NA,NA,NA,11,NA,8,6,0.3,0.0033,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08425,121.022,13,38.5,NA,NA,NA,12,NA,10,8,0.4,0.0041,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08435,121.024,18,22.2,NA,NA,NA,17,NA,14,9,0.45,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08445,121.027,20,20,NA,NA,NA,20,NA,16,8,0.4,0.0066,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08455,121.03,31,6.5,153,249,97,27,NA,29,13,0.65,0.012,NA,NA,TRUE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08465,121.034,3,0,NA,NA,NA,2,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08475,121.038,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08485,121.044,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08495,121.05,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08505,121.057,7,0,NA,NA,NA,5,NA,7,4,0.2,0.0029,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1055_m08515,121.064,115,0.9,197,250,54,79,0.304,100,20,1,0.0413,17.3,0.57,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08525,121.072,163,2.5,177,238,62,95,0.263,143,20,1,0.0591,18.5,0.699,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08535,121.081,390,1.5,182,237,56,173,0.208,336,20,1,0.1388,17,0.637,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08545,121.091,252,0,155,232,78,132,0.227,236,20,1,0.0974,17.5,0.669,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08555,121.102,472,1.1,141,234,94,227,0.233,432,20,1,0.1784,23,0.644,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08565,114.351,579,0.7,146,229,84,281,0.242,513,20,1,0.2243,21.2,0.595,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1055_m08575,26.643,45,0,166,229,64,33,NA,39,14,0.7,0.0732,15.2,0.615,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1065_m08355,0.109,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08365,103.969,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08375,120.985,2,0,NA,NA,NA,2,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08385,118.539,4,0,NA,NA,NA,3,NA,3,2,0.1,0.0013,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08395,81.542,2,0,NA,NA,NA,1,NA,2,1,0.05,0.0012,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08405,114.804,7,0,NA,NA,NA,4,NA,5,2,0.1,0.0022,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08415,120.983,2,0,NA,NA,NA,2,NA,2,2,0.1,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08425,120.984,1,0,NA,NA,NA,1,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08435,120.985,18,11.1,NA,NA,NA,14,NA,10,9,0.45,0.0041,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08445,120.988,15,0,NA,NA,NA,13,NA,14,9,0.45,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08455,120.991,10,0,NA,NA,NA,7,NA,7,6,0.3,0.0029,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08465,120.995,13,0,NA,NA,NA,10,NA,5,4,0.2,0.0021,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08475,121,14,14.3,NA,NA,NA,8,NA,8,4,0.2,0.0033,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08485,121.005,2,0,NA,NA,NA,2,NA,2,2,0.1,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08495,121.011,5,0,NA,NA,NA,5,NA,4,4,0.2,0.0017,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08505,121.018,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08515,121.026,14,0,NA,NA,NA,5,NA,10,4,0.2,0.0041,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08525,121.034,24,0,NA,NA,NA,19,NA,18,11,0.55,0.0074,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1065_m08535,121.043,74,0,187,249,63,52,NA,68,18,0.9,0.0281,18.3,0.809,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1065_m08545,121.052,135,0,171,245,75,93,0.29,119,18,0.9,0.0492,17.1,0.731,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1065_m08555,121.063,548,8.6,107,228,122,293,0.249,482,20,1,0.1991,18.4,0.637,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1065_m08565,121.074,305,1,173,240,68,156,0.244,276,20,1,0.114,24.8,0.62,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1065_m08575,12.513,5,0,NA,NA,NA,5,NA,5,5,0.25,0.02,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08365,73.158,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08375,59.064,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08385,12.698,1,0,NA,NA,NA,1,NA,1,1,0.05,0.0039,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08405,18.148,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08415,24.897,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08425,67.129,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08435,120.946,13,0,NA,NA,NA,10,NA,8,4,0.2,0.0033,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08445,120.949,17,17.6,NA,NA,NA,17,NA,13,6,0.3,0.0054,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08455,120.952,18,5.6,NA,NA,NA,13,NA,14,8,0.4,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08465,120.956,29,3.4,NA,NA,NA,20,NA,25,7,0.35,0.0103,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08475,120.961,46,6.5,180,261,82,34,NA,38,10,0.5,0.0157,21.4,0.711,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1075_m08485,120.966,20,0,NA,NA,NA,15,NA,16,8,0.4,0.0066,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08495,120.972,18,5.6,NA,NA,NA,15,NA,16,10,0.5,0.0066,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08505,120.979,13,7.7,NA,NA,NA,10,NA,12,7,0.35,0.005,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08515,120.986,1,0,NA,NA,NA,1,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08525,120.995,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08535,121.004,2,0,NA,NA,NA,2,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08545,121.013,25,0,NA,NA,NA,20,NA,25,13,0.65,0.0103,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08555,121.024,125,2.4,155,237,83,79,0.304,88,19,0.95,0.0364,19.4,0.466,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1075_m08565,121.035,125,0,172,237,66,59,0.22,120,18,0.9,0.0496,17,0.642,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1075_m08575,62.575,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1075_m08585,20.946,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08365,19.543,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08375,24.303,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08425,10.184,1,0,NA,NA,NA,1,NA,1,1,0.05,0.0049,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08435,76.127,6,0,NA,NA,NA,6,NA,4,4,0.2,0.0026,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08445,120.909,45,31.1,NA,NA,NA,36,NA,33,14,0.7,0.0136,10.7,0.667,TRUE,TRUE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08455,120.913,38,2.6,200,242,43,27,NA,28,8,0.4,0.0116,NA,NA,TRUE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08465,120.917,82,7.3,183,256,74,54,NA,67,16,0.8,0.0277,19.4,0.821,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08475,120.921,43,0,199,244,46,30,NA,35,8,0.4,0.0145,24.9,0.657,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08485,120.927,17,0,NA,NA,NA,15,NA,14,7,0.35,0.0058,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08495,120.002,42,0,193,256,64,29,NA,37,10,0.5,0.0154,16,0.649,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08505,120.939,20,0,NA,NA,NA,18,NA,19,9,0.45,0.0079,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08515,120.947,13,0,NA,NA,NA,11,NA,11,5,0.25,0.0045,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08525,120.955,10,10,NA,NA,NA,6,NA,10,4,0.2,0.0041,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08535,120.964,2,0,NA,NA,NA,2,NA,2,1,0.05,8e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08545,120.974,1,0,NA,NA,NA,1,NA,1,1,0.05,4e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
c1085_m08555,120.984,48,0,147,254,108,29,NA,39,12,0.6,0.0161,14.2,0.436,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08565,120.995,94,0,184,233,50,50,NA,82,17,0.85,0.0339,26.1,0.646,TRUE,FALSE,FALSE,TRUE,2002,2025,2003,2022
c1085_m08575,111.904,139,0,193,239,47,91,0.264,131,19,0.95,0.0585,14.8,0.718,TRUE,FALSE,TRUE,TRUE,2002,2025,2003,2022
c1085_m08585,99.725,1,0,NA,NA,NA,1,NA,1,1,0.05,5e-4,NA,NA,FALSE,FALSE,FALSE,FALSE,2002,2025,2003,2022
