siglas_ac,nombre_ac,anio_fuego,dtot,df,ini_dia,ini_fecha,fin_dia,fin_fecha,lon,n50,c10,frpi,frp95,aq,noc,nd95,d95p,d95ptot,p95,z_dtot,dias_base_p95,parcial,provisional,pocas_detecciones,no_comparable
ACT,Tempisque,2016,500,84,161,2016-02-08,234,2016-04-21,74,14,42,18.6,67.2,0.56,0.298,6,160,32,13,1.62,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2017,243,65,139,2017-01-17,227,2017-04-15,89,13,44,16.3,74.1,0.576,0.296,1,24,9.9,13,-0.52,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2018,249,71,159,2018-02-06,219,2018-04-07,61,11,49,16.3,53,0.639,0.197,4,61,24.5,13,-0.47,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2019,392,82,144,2019-01-22,210,2019-03-29,67,14,42.6,14.9,60,0.599,0.232,5,109,27.8,13,0.72,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2020,350,66,176,2020-02-23,229,2020-04-16,54,10,50.3,13.9,64,0.537,0.294,6,128,36.6,13,0.37,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2021,167,52,142,2021-01-20,252,2021-05-10,111,8,55.1,15.4,58.8,0.695,0.126,2,42,25.1,13,-1.15,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2022,433,69,159,2022-02-06,205,2022-03-24,47,9,53.8,14.7,52.2,0.527,0.208,10,233,53.8,13,1.06,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2023,125,57,153,2023-01-31,255,2023-05-13,103,14,40.8,14.3,65.8,0.488,0.352,0,0,0,13,-1.5,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2024,376,73,169,2024-02-16,233,2024-04-20,65,12,47.1,15.6,87.7,0.59,0.25,8,155,41.2,13,0.59,1483,FALSE,FALSE,FALSE,FALSE
ACT,Tempisque,2025,74,37,NA,NA,NA,NA,NA,NA,NA,11.8,NA,0.635,0.297,0,0,0,13,-1.93,1483,FALSE,FALSE,TRUE,FALSE
ACT,Tempisque,2026,302,66,161,2026-02-08,228,2026-04-16,68,16,36.4,11.4,37.3,0.596,0.281,2,31,10.3,13,-0.03,1483,FALSE,TRUE,FALSE,FALSE
ACT,Tempisque,2027,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,13,-2.54,1483,TRUE,TRUE,TRUE,TRUE
ACTo,Tortuguero,2001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,73,TRUE,FALSE,TRUE,TRUE
ACTo,Tortuguero,2002,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,73,FALSE,FALSE,TRUE,TRUE
ACTo,Tortuguero,2003,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2004,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2005,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2006,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2007,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2008,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2009,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2010,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2011,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2012,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2013,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2014,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2015,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,73,FALSE,FALSE,TRUE,TRUE
ACTo,Tortuguero,2016,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2017,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2018,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2020,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2021,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2022,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,73,FALSE,FALSE,TRUE,TRUE
ACTo,Tortuguero,2023,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2024,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2025,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,73,FALSE,FALSE,TRUE,FALSE
ACTo,Tortuguero,2026,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,73,FALSE,TRUE,TRUE,FALSE
ACTo,Tortuguero,2027,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,73,TRUE,TRUE,TRUE,TRUE
