celda_id,area_km2,anio_inicio,anio_fin,dtot_a,dtot_b,ini_dia_a,ini_dia_b,fin_dia_a,fin_dia_b,lon_a,lon_b,dens_a,dens_b,valida_a,valida_b,sin_estacion_a,sin_estacion_b,acuerdo,acuerdo_codigo,dif_ini,dif_fin,dif_lon
c0805_m08295,17.572,2013,2025,0,34,NA,189,NA,223,NA,35,0,0.1488,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0815_m08295,24.687,2013,2025,4,51,NA,196,NA,223,NA,28,0.0125,0.1589,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0815_m08305,8.411,2013,2025,1,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0825_m08295,2.692,2013,2025,1,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0825_m08305,34.742,2013,2025,2,60,NA,176,NA,225,NA,50,0.0044,0.1328,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0825_m08315,28.184,2013,2025,1,23,NA,NA,NA,NA,NA,NA,0.0027,0.0628,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0835_m08295,19.461,2013,2025,4,8,NA,NA,NA,NA,NA,NA,0.0158,0.0316,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0835_m08305,98.126,2013,2025,16,103,NA,181,NA,213,NA,33,0.0125,0.0807,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0835_m08315,91.09,2013,2025,20,161,NA,183,NA,219,NA,37,0.0169,0.136,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0835_m08335,55.868,2013,2025,5,38,NA,187,NA,231,NA,45,0.0069,0.0523,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0835_m08345,37.569,2013,2025,5,10,NA,NA,NA,NA,NA,NA,0.0102,0.0205,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0845_m08285,12.797,2013,2025,3,3,NA,NA,NA,NA,NA,NA,0.018,0.018,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0845_m08295,120.763,2013,2025,8,45,NA,168,NA,213,NA,46,0.0051,0.0287,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0845_m08305,121.786,2013,2025,50,106,158,139,223,212,66,74,0.0316,0.067,TRUE,TRUE,FALSE,FALSE,ambas,1,-19,-11,8
c0845_m08315,88.33,2013,2025,41,74,154,154,234,216,81,63,0.0357,0.0644,TRUE,TRUE,FALSE,FALSE,ambas,1,0,-18,-18
c0845_m08335,77.379,2013,2025,10,50,NA,175,NA,218,NA,44,0.0099,0.0497,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0845_m08345,121.763,2013,2025,9,40,NA,173,NA,214,NA,42,0.0057,0.0253,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0855_m08285,24.082,2013,2025,0,25,NA,NA,NA,NA,NA,NA,0,0.0799,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0855_m08295,121.763,2013,2025,15,122,NA,165,NA,209,NA,45,0.0095,0.0771,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0855_m08305,121.755,2013,2025,29,95,NA,166,NA,216,NA,51,0.0183,0.06,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0855_m08315,114.067,2013,2025,7,51,NA,177,NA,209,NA,33,0.0047,0.0344,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0855_m08325,28.965,2013,2025,0,1,NA,NA,NA,NA,NA,NA,0,0.0027,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0855_m08335,7.337,2013,2025,0,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0855_m08345,63.629,2013,2025,7,20,NA,NA,NA,NA,NA,NA,0.0085,0.0242,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0855_m08355,121.728,2013,2025,3,30,NA,169,NA,208,NA,40,0.0019,0.019,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0855_m08375,83.313,2013,2025,1,6,NA,NA,NA,NA,NA,NA,9e-4,0.0055,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08295,84.645,2013,2025,2,24,NA,NA,NA,NA,NA,NA,0.0018,0.0218,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08305,121.724,2013,2025,3,22,NA,NA,NA,NA,NA,NA,0.0019,0.0139,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08315,121.717,2013,2025,3,21,NA,NA,NA,NA,NA,NA,0.0019,0.0133,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08325,121.711,2013,2025,2,7,NA,NA,NA,NA,NA,NA,0.0013,0.0044,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08335,88.619,2013,2025,1,4,NA,NA,NA,NA,NA,NA,9e-4,0.0035,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08345,27.697,2013,2025,0,6,NA,NA,NA,NA,NA,NA,0,0.0167,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0865_m08355,108.25,2013,2025,7,31,NA,166,NA,207,NA,42,0.005,0.022,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0865_m08365,119.658,2013,2025,3,38,NA,173,NA,217,NA,45,0.0019,0.0244,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0865_m08375,33.625,2013,2025,3,31,NA,174,NA,209,NA,36,0.0069,0.0709,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0875_m08295,76.804,2013,2025,4,15,NA,NA,NA,NA,NA,NA,0.004,0.015,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0875_m08305,121.692,2013,2025,0,6,NA,NA,NA,NA,NA,NA,0,0.0038,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0875_m08315,121.685,2013,2025,6,78,NA,166,NA,209,NA,44,0.0038,0.0493,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0875_m08325,121.679,2013,2025,0,15,NA,NA,NA,NA,NA,NA,0,0.0095,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0875_m08335,121.673,2013,2025,8,63,NA,168,NA,212,NA,45,0.0051,0.0398,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0875_m08345,121.669,2013,2025,12,62,NA,176,NA,215,NA,40,0.0076,0.0392,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0875_m08355,121.665,2013,2025,13,97,NA,172,NA,218,NA,47,0.0082,0.0613,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0875_m08365,99.067,2013,2025,0,21,NA,NA,NA,NA,NA,NA,0,0.0163,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0885_m08285,95.489,2013,2025,3,12,NA,NA,NA,NA,NA,NA,0.0024,0.0097,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0885_m08295,121.046,2013,2025,9,31,NA,141,NA,207,NA,67,0.0057,0.0197,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0885_m08305,121.66,2013,2025,8,81,NA,170,NA,222,NA,53,0.0051,0.0512,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0885_m08315,121.653,2013,2025,36,169,169,168,218,209,50,42,0.0228,0.1069,TRUE,TRUE,FALSE,FALSE,ambas,1,-1,-9,-8
c0885_m08325,121.647,2013,2025,46,277,183,178,216,218,34,41,0.0291,0.1752,TRUE,TRUE,FALSE,FALSE,ambas,1,-5,2,7
c0885_m08335,121.641,2013,2025,49,295,185,170,223,218,39,49,0.031,0.1866,TRUE,TRUE,FALSE,FALSE,ambas,1,-15,-5,10
c0885_m08345,121.636,2013,2025,55,207,145,146,212,209,68,64,0.0348,0.1309,TRUE,TRUE,FALSE,FALSE,ambas,1,1,-3,-4
c0885_m08355,121.632,2013,2025,42,205,160,156,212,215,53,60,0.0266,0.1296,TRUE,TRUE,FALSE,FALSE,ambas,1,-4,3,7
c0885_m08365,75.522,2013,2025,6,13,NA,NA,NA,NA,NA,NA,0.0061,0.0132,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0895_m08295,121.338,2013,2025,1,1,NA,NA,NA,NA,NA,NA,6e-4,6e-4,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0895_m08305,121.627,2013,2025,17,62,NA,170,NA,215,NA,46,0.0108,0.0392,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0895_m08315,121.62,2013,2025,42,262,112,112,222,228,111,117,0.0266,0.1657,TRUE,TRUE,FALSE,FALSE,ambas,1,0,6,6
c0895_m08325,121.614,2013,2025,81,342,159,159,220,223,62,65,0.0512,0.2163,TRUE,TRUE,FALSE,FALSE,ambas,1,0,3,3
c0895_m08335,121.609,2013,2025,69,302,163,170,229,229,67,60,0.0436,0.191,TRUE,TRUE,FALSE,FALSE,ambas,1,7,0,-7
c0895_m08345,121.604,2013,2025,30,179,169,180,222,224,54,45,0.019,0.1132,TRUE,TRUE,FALSE,FALSE,ambas,1,11,2,-9
c0895_m08355,121.6,2013,2025,25,148,NA,166,NA,222,NA,57,0.0158,0.0936,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0895_m08365,103.157,2013,2025,9,85,NA,148,NA,219,NA,72,0.0067,0.0634,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0905_m08305,121.594,2013,2025,1,2,NA,NA,NA,NA,NA,NA,6e-4,0.0013,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0905_m08315,121.587,2013,2025,15,121,NA,161,NA,215,NA,55,0.0095,0.0766,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0905_m08325,121.581,2013,2025,75,552,161,159,204,214,44,56,0.0475,0.3492,TRUE,TRUE,FALSE,FALSE,ambas,1,-2,10,12
c0905_m08335,121.576,2013,2025,79,296,131,146,210,214,80,69,0.05,0.1873,TRUE,TRUE,FALSE,FALSE,ambas,1,15,4,-11
c0905_m08345,121.571,2013,2025,67,257,163,163,218,225,56,63,0.0424,0.1626,TRUE,TRUE,FALSE,FALSE,ambas,1,0,7,7
c0905_m08355,121.567,2013,2025,29,275,NA,176,NA,230,NA,55,0.0184,0.174,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0905_m08365,121.564,2013,2025,0,63,NA,180,NA,224,NA,45,0,0.0399,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0905_m08375,47.948,2013,2025,1,8,NA,NA,NA,NA,NA,NA,0.0016,0.0128,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0915_m08315,121.554,2013,2025,35,137,153,154,190,198,38,45,0.0221,0.0867,TRUE,TRUE,FALSE,FALSE,ambas,1,1,8,7
c0915_m08325,121.548,2013,2025,129,835,164,164,210,210,47,47,0.0816,0.5284,TRUE,TRUE,FALSE,FALSE,ambas,1,0,0,0
c0915_m08335,121.542,2013,2025,70,447,133,142,204,212,72,71,0.0443,0.2829,TRUE,TRUE,FALSE,FALSE,ambas,1,9,8,-1
c0915_m08345,121.538,2013,2025,85,260,113,103,199,204,87,102,0.0538,0.1646,TRUE,TRUE,FALSE,FALSE,ambas,1,-10,5,15
c0915_m08355,121.534,2013,2025,73,162,100,97,205,204,106,108,0.0462,0.1025,TRUE,TRUE,FALSE,FALSE,ambas,1,-3,-1,2
c0915_m08365,121.53,2013,2025,11,60,NA,168,NA,225,NA,58,0.007,0.038,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0915_m08375,121.119,2013,2025,4,19,NA,NA,NA,NA,NA,NA,0.0025,0.0121,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0915_m08385,60.5,2013,2025,1,4,NA,NA,NA,NA,NA,NA,0.0013,0.0051,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0925_m08315,121.52,2013,2025,0,1,NA,NA,NA,NA,NA,NA,0,6e-4,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0925_m08325,121.514,2013,2025,15,95,NA,175,NA,219,NA,45,0.0095,0.0601,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0925_m08335,121.509,2013,2025,85,441,154,154,218,216,65,63,0.0538,0.2792,TRUE,TRUE,FALSE,FALSE,ambas,1,0,-2,-2
c0925_m08345,121.504,2013,2025,2,6,NA,NA,NA,NA,NA,NA,0.0013,0.0038,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0925_m08355,121.5,2013,2025,10,37,NA,112,NA,215,NA,104,0.0063,0.0234,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0925_m08365,121.497,2013,2025,23,78,NA,140,NA,213,NA,74,0.0146,0.0494,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0925_m08375,121.494,2013,2025,16,94,NA,164,NA,218,NA,55,0.0101,0.0595,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0925_m08385,121.492,2013,2025,0,14,NA,NA,NA,NA,NA,NA,0,0.0089,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0925_m08395,86.537,2013,2025,6,41,NA,151,NA,220,NA,70,0.0053,0.0364,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0925_m08405,19.176,2013,2025,0,12,NA,NA,NA,NA,NA,NA,0,0.0481,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08305,121.493,2013,2025,0,1,NA,NA,NA,NA,NA,NA,0,6e-4,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08335,121.475,2013,2025,0,16,NA,NA,NA,NA,NA,NA,0,0.0101,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08355,121.466,2013,2025,1,4,NA,NA,NA,NA,NA,NA,6e-4,0.0025,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08365,121.463,2013,2025,1,5,NA,NA,NA,NA,NA,NA,6e-4,0.0032,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08375,121.46,2013,2025,2,47,NA,155,NA,216,NA,62,0.0013,0.0298,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0935_m08385,121.458,2013,2025,1,11,NA,NA,NA,NA,NA,NA,6e-4,0.007,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08395,121.457,2013,2025,5,22,NA,NA,NA,NA,NA,NA,0.0032,0.0139,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0935_m08405,121.33,2013,2025,18,85,NA,182,NA,213,NA,32,0.0114,0.053900000000000003,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0935_m08415,95.584,2013,2025,20,56,NA,162,NA,227,NA,66,0.0161,0.0451,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0935_m08425,14.414,2013,2025,0,7,NA,NA,NA,NA,NA,NA,0,0.0374,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08265,30.946,2013,2025,0,8,NA,NA,NA,NA,NA,NA,0,0.0199,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08275,24.274,2013,2025,0,5,NA,NA,NA,NA,NA,NA,0,0.0158,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08295,74.774,2013,2025,6,61,NA,160,NA,238,NA,79,0.0062,0.0628,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08305,121.459,2013,2025,6,30,NA,154,NA,226,NA,73,0.0038,0.019,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08315,121.452,2013,2025,0,12,NA,NA,NA,NA,NA,NA,0,0.0076,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08335,121.44,2013,2025,10,49,NA,198,NA,215,NA,18,0.0063,0.031,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08345,121.436,2013,2025,2,10,NA,NA,NA,NA,NA,NA,0.0013,0.0063,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08365,121.428,2013,2025,1,3,NA,NA,NA,NA,NA,NA,6e-4,0.0019,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08375,121.426,2013,2025,6,4,NA,NA,NA,NA,NA,NA,0.0038,0.0025,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08385,121.424,2013,2025,1,9,NA,NA,NA,NA,NA,NA,6e-4,0.0057,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08395,121.423,2013,2025,0,1,NA,NA,NA,NA,NA,NA,0,6e-4,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08405,121.423,2013,2025,0,2,NA,NA,NA,NA,NA,NA,0,0.0013,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0945_m08415,121.423,2013,2025,5,41,NA,166,NA,209,NA,44,0.0032,0.026,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08425,114.46,2013,2025,29,69,NA,172,NA,224,NA,53,0.0195,0.0464,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08435,79.7,2013,2025,26,69,NA,154,NA,229,NA,76,0.0251,0.0666,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08445,50.605,2013,2025,30,110,149,149,232,223,84,75,0.0456,0.1672,TRUE,TRUE,FALSE,FALSE,ambas,1,0,-9,-9
c0945_m08455,31.136,2013,2025,6,51,NA,182,NA,227,NA,46,0.0148,0.126,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0945_m08465,1.863,2013,2025,0,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08265,56.007,2013,2025,0,10,NA,NA,NA,NA,NA,NA,0,0.0137,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08275,103.432,2013,2025,1,25,NA,NA,NA,NA,NA,NA,7e-4,0.0186,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08285,61.613,2013,2025,0,11,NA,NA,NA,NA,NA,NA,0,0.0137,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08295,103.372,2013,2025,3,30,NA,NA,NA,NA,NA,NA,0.0022,0.0223,FALSE,TRUE,FALSE,TRUE,ninguna,4,NA,NA,NA
c0955_m08305,121.424,2013,2025,3,51,NA,149,NA,229,NA,81,0.0019,0.0323,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0955_m08315,121.417,2013,2025,2,11,NA,NA,NA,NA,NA,NA,0.0013,0.007,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08325,121.411,2013,2025,2,10,NA,NA,NA,NA,NA,NA,0.0013,0.0063,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08335,121.406,2013,2025,9,41,NA,169,NA,214,NA,46,0.0057,0.026,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0955_m08355,121.397,2013,2025,2,12,NA,NA,NA,NA,NA,NA,0.0013,0.0076,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08385,121.389,2013,2025,1,3,NA,NA,NA,NA,NA,NA,6e-4,0.0019,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08395,121.388,2013,2025,0,4,NA,NA,NA,NA,NA,NA,0,0.0025,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08405,121.388,2013,2025,1,4,NA,NA,NA,NA,NA,NA,6e-4,0.0025,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08415,121.388,2013,2025,8,12,NA,NA,NA,NA,NA,NA,0.0051,0.0076,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08425,121.389,2013,2025,1,25,NA,NA,NA,NA,NA,NA,6e-4,0.0158,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08435,121.391,2013,2025,39,146,130,172,233,225,104,54,0.0247,0.0925,TRUE,TRUE,FALSE,FALSE,ambas,1,42,-8,-50
c0955_m08445,121.394,2013,2025,21,110,NA,184,NA,231,NA,48,0.0133,0.0697,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0955_m08455,121.397,2013,2025,20,48,NA,152,NA,228,NA,77,0.0127,0.0304,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0955_m08465,87.624,2013,2025,21,67,NA,162,NA,220,NA,59,0.0184,0.0588,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0955_m08475,2.401,2013,2025,0,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0955_m08515,63.085,2013,2025,0,4,NA,NA,NA,NA,NA,NA,0,0.0049,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08285,57.307,2013,2025,1,4,NA,NA,NA,NA,NA,NA,0.0013,0.0054,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08295,120.969,2013,2025,3,35,NA,NA,NA,NA,NA,NA,0.0019,0.0223,FALSE,TRUE,FALSE,TRUE,ninguna,4,NA,NA,NA
c0965_m08305,121.389,2013,2025,1,38,NA,107,NA,251,NA,145,6e-4,0.0241,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08315,121.382,2013,2025,13,94,NA,56,NA,213,NA,158,0.0082,0.0596,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08325,121.376,2013,2025,0,6,NA,NA,NA,NA,NA,NA,0,0.0038,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08335,121.371,2013,2025,2,3,NA,NA,NA,NA,NA,NA,0.0013,0.0019,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08345,121.366,2013,2025,1,31,NA,192,NA,230,NA,39,6e-4,0.0196,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08355,121.362,2013,2025,0,6,NA,NA,NA,NA,NA,NA,0,0.0038,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08365,121.359,2013,2025,0,2,NA,NA,NA,NA,NA,NA,0,0.0013,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08395,121.353,2013,2025,1,16,NA,NA,NA,NA,NA,NA,6e-4,0.0101,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08405,121.353,2013,2025,3,15,NA,NA,NA,NA,NA,NA,0.0019,0.0095,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08415,121.353,2013,2025,6,49,NA,165,NA,240,NA,76,0.0038,0.0311,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08425,121.354,2013,2025,14,66,NA,200,NA,205,NA,6,0.0089,0.0418,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08435,121.356,2013,2025,12,34,NA,162,NA,229,NA,68,0.0076,0.0216,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08445,121.359,2013,2025,9,14,NA,NA,NA,NA,NA,NA,0.0057,0.0089,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08455,121.362,2013,2025,10,40,NA,175,NA,218,NA,44,0.0063,0.0254,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08465,118.009,2013,2025,6,65,NA,145,NA,232,NA,88,0.0039,0.0424,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08475,17.419,2013,2025,0,8,NA,NA,NA,NA,NA,NA,0,0.0353,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0965_m08505,42.772,2013,2025,5,79,NA,155,NA,234,NA,80,0.009,0.1421,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08515,118.892,2013,2025,14,47,NA,159,NA,245,NA,87,0.0091,0.0304,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0965_m08525,75.348,2013,2025,7,28,NA,NA,NA,NA,NA,NA,0.0071,0.0286,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08295,62.597,2013,2025,0,16,NA,NA,NA,NA,NA,NA,0,0.0197,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08305,121.353,2013,2025,0,20,NA,NA,NA,NA,NA,NA,0,0.0127,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08315,121.347,2013,2025,0,5,NA,NA,NA,NA,NA,NA,0,0.0032,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08335,121.335,2013,2025,0,26,NA,NA,NA,NA,NA,NA,0,0.0165,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08345,121.33,2013,2025,2,50,NA,164,NA,238,NA,75,0.0013,0.0317,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0975_m08355,121.326,2013,2025,0,13,NA,NA,NA,NA,NA,NA,0,0.0082,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08365,121.323,2013,2025,1,3,NA,NA,NA,NA,NA,NA,6e-4,0.0019,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08375,121.321,2013,2025,10,28,NA,NA,NA,NA,NA,NA,0.0063,0.0178,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08385,121.319,2013,2025,0,17,NA,NA,NA,NA,NA,NA,0,0.0108,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c0975_m08395,121.318,2013,2025,2,120,NA,NA,NA,NA,NA,NA,0.0013,0.0761,FALSE,TRUE,FALSE,TRUE,ninguna,4,NA,NA,NA
c0975_m08405,121.317,2013,2025,2,41,NA,115,NA,248,NA,134,0.0013,0.026,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c0975_m08415,121.318,2013,2025,20,78,NA,146,NA,227,NA,82,0.0127,0.0495,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
