celda_id,area_km2,anio_inicio,anio_fin,dtot_a,dtot_b,ini_dia_a,ini_dia_b,fin_dia_a,fin_dia_b,lon_a,lon_b,dens_a,dens_b,valida_a,valida_b,sin_estacion_a,sin_estacion_b,acuerdo,acuerdo_codigo,dif_ini,dif_fin,dif_lon
c1095_m08445,26.282,2013,2025,4,82,NA,203,NA,236,NA,34,0.0117,0.24,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1095_m08455,62.868,2013,2025,19,95,NA,172,NA,260,NA,89,0.0232,0.1162,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1095_m08465,112.981,2013,2025,35,191,77,103,263,258,187,156,0.0238,0.13,TRUE,TRUE,FALSE,FALSE,ambas,1,26,-5,-31
c1095_m08475,120.24,2013,2025,35,140,210,205,264,260,55,56,0.0224,0.0896,TRUE,TRUE,FALSE,FALSE,ambas,1,-5,-4,1
c1095_m08485,74.341,2013,2025,49,192,220,220,249,248,30,29,0.0507,0.1987,TRUE,TRUE,FALSE,FALSE,ambas,1,0,-1,-1
c1095_m08495,10.78,2013,2025,5,28,NA,NA,NA,NA,NA,NA,0.0357,0.1998,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c1095_m08505,33.252,2013,2025,3,30,NA,76,NA,245,NA,170,0.0069,0.0694,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1095_m08515,78.516,2013,2025,2,66,NA,80,NA,247,NA,168,0.002,0.0647,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1095_m08525,116.587,2013,2025,39,252,208,203,248,249,41,47,0.0257,0.1663,TRUE,TRUE,FALSE,FALSE,ambas,1,-5,1,6
c1095_m08535,120.924,2013,2025,39,207,199,212,247,247,49,36,0.0248,0.1317,TRUE,TRUE,FALSE,FALSE,ambas,1,13,0,-13
c1095_m08545,120.934,2013,2025,33,195,215,210,248,244,34,35,0.021,0.124,TRUE,TRUE,FALSE,FALSE,ambas,1,-5,-4,1
c1095_m08555,120.944,2013,2025,23,66,NA,191,NA,256,NA,66,0.0146,0.042,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1095_m08565,120.955,2013,2025,90,366,182,184,239,239,58,56,0.0572,0.2328,TRUE,TRUE,FALSE,FALSE,ambas,1,2,0,-2
c1095_m08575,71.503,2013,2025,28,340,NA,194,NA,245,NA,52,0.0301,0.3658,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1105_m08465,1.9,2013,2025,1,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,ninguna,4,NA,NA,NA
c1105_m08475,20.038,2013,2025,21,62,NA,204,NA,250,NA,47,0.0806,0.238,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1105_m08525,7.478,2013,2025,5,55,NA,80,NA,254,NA,175,NA,NA,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1105_m08535,58.123,2013,2025,72,492,212,79,243,246,32,168,0.0953,0.6511,TRUE,TRUE,FALSE,FALSE,ambas,1,-133,3,136
c1105_m08545,95.688,2013,2025,105,508,223,205,257,251,35,47,0.0844,0.4084,TRUE,TRUE,FALSE,FALSE,ambas,1,-18,-6,12
c1105_m08555,119.146,2013,2025,114,531,215,207,255,253,41,47,0.0736,0.3428,TRUE,TRUE,FALSE,FALSE,ambas,1,-8,-2,6
c1105_m08565,120.915,2013,2025,203,1159,205,208,250,245,46,38,0.1291,0.7373,TRUE,TRUE,FALSE,FALSE,ambas,1,3,-5,-8
c1105_m08575,28.116,2013,2025,24,195,NA,213,NA,251,NA,39,0.0657,0.5335,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1115_m08555,15.904,2013,2025,18,119,NA,217,NA,248,NA,32,0.0871,0.5756,FALSE,TRUE,FALSE,FALSE,solo_b,2,NA,NA,NA
c1115_m08565,62.989,2013,2025,110,428,209,209,248,250,40,42,0.1343,0.5227,TRUE,TRUE,FALSE,FALSE,ambas,1,0,2,2
